name,description,date,amount
VERIZON SOUTHWEST,Telephone-Local Service,8/25/11,472.88
VERIZON WIRELESS,Telephone-Local Service,9/2/10,668.58
VERIZON WIRELESS,Telephone-Local Service,9/2/10,41.03
VERIZON WIRELESS,Telephone-Local Service,9/2/10,41.23
VERIZON WIRELESS,Telephone-Local Service,9/30/10,41.03
VERIZON WIRELESS,Telephone-Local Service,9/30/10,41.03
VERIZON WIRELESS,Telephone-Local Service,10/7/10,668.58
VERIZON WIRELESS,Telephone-Local Service,10/26/10,41.17
VERIZON WIRELESS,Telephone-Local Service,10/26/10,40.97
VERIZON WIRELESS,Telephone-Local Service,11/16/10,663.67
VERIZON WIRELESS,Telephone-Local Service,11/30/10,41.2
VERIZON WIRELESS,Telephone-Local Service,11/30/10,41.2
VERIZON WIRELESS,Telephone-Local Service,12/7/10,668.19
VERIZON WIRELESS,Telephone-Local Service,1/11/11,41.2
VERIZON WIRELESS,Telephone-Local Service,1/11/11,41.2
VERIZON WIRELESS,Telephone-Local Service,1/19/11,668.19
VERIZON WIRELESS,Telephone-Local Service,2/8/11,665.8
VERIZON WIRELESS,Telephone-Local Service,2/8/11,46.48
VERIZON WIRELESS,Telephone-Local Service,2/8/11,46.48
VERIZON WIRELESS,Telephone-Local Service,3/1/11,46.88
VERIZON WIRELESS,Telephone-Local Service,3/1/11,46.48
VERIZON WIRELESS,Telephone-Local Service,3/10/11,657.3
VERIZON WIRELESS,Telephone-Local Service,3/29/11,41.48
VERIZON WIRELESS,Telephone-Local Service,3/29/11,41.48
VERIZON WIRELESS,Telephone-Local Service,4/5/11,425.54
VERIZON WIRELESS,Telephone-Local Service,5/3/11,41.42
VERIZON WIRELESS,Telephone-Local Service,5/3/11,41.42
VERIZON WIRELESS,Telephone-Local Service,5/10/11,454.28
VERIZON WIRELESS,Telephone-Local Service,5/24/11,41.42
VERIZON WIRELESS,Telephone-Local Service,5/24/11,41.42
VERIZON WIRELESS,Telephone-Local Service,6/1/11,454.3
VERIZON WIRELESS,Telephone-Local Service,6/28/11,41.42
VERIZON WIRELESS,Telephone-Local Service,6/28/11,41.42
VERIZON WIRELESS,Telephone-Local Service,7/7/11,454.28
VERIZON WIRELESS,Telephone-Local Service,8/5/11,41.4
VERIZON WIRELESS,Telephone-Local Service,8/5/11,41.4
VERIZON WIRELESS,Telephone-Local Service,8/25/11,46.4
VERIZON WIRELESS,Telephone-Local Service,8/25/11,46.4
VERNIER SOFTWARE,Classroom Supplies,10/7/10,1322.54
VERNIER SOFTWARE,Classroom Supplies,12/21/10,1822.94
VERNIER SOFTWARE,Non-Inv Software,1/4/11,1518.06
VERNIER SOFTWARE,Office Supplies,7/14/11,145
VERNON COLLEGE,Travel-Out of Area,9/23/10,200
VERNON COLLEGE,Prepaid Expenditures,8/2/11,200
VERNON COLLEGE,Prepaid Expenditures,8/23/11,200
VERNON COLLEGE,Prepaid Expenditures,8/25/11,200
VERNON R. RUUSKA,Clubs,8/23/11,72.38
"VERTEX FINANCIAL, LTD",Repairs-Other,10/19/10,3500
"VERTEX FINANCIAL, LTD",Repairs-Buildings,6/16/11,17290
VERVE COMMUNICATIONS GROUP LLC,Other Contracted Svces/Labor,9/14/10,640
VERVE COMMUNICATIONS GROUP LLC,Other Contracted Svces/Labor,1/19/11,725
VERVE COMMUNICATIONS GROUP LLC,Advertising,5/3/11,1202
VERVE COMMUNICATIONS GROUP LLC,Other Contracted Svces/Labor,7/28/11,11843.58
VERVE COMMUNICATIONS GROUP LLC,Other Contracted Svces/Labor,7/28/11,430
VETERANS ADMINISTRATION,Fin. Aid Disburse.,12/21/10,28.7
VETERANS ADMINISTRATION,Fin. Aid Disburse.,5/3/11,41
VETERANS ADMINISTRATION,Fin. Aid Disburse.,5/12/11,1560.16
VETERANS ADMINISTRATION,Fin. Aid Disburse.,6/7/11,147.6
VETERANS ADMINISTRATION,Fin. Aid Disburse.,6/7/11,81
VETERANS ADMINISTRATION,Fin. Aid Disburse.,6/7/11,405
VETERANS ADMINISTRATION,Fin. Aid Disburse.,6/7/11,135
VETERANS ADMINISTRATION,Fin. Aid Disburse.,6/21/11,135
VETERANS ADMINISTRATION,Fin. Aid Disburse.,6/21/11,135
VETERANS ADMINISTRATION,Fin. Aid Disburse.,6/23/11,180
VETERANS ADMINISTRATION,Fin. Aid Disburse.,7/6/11,4150.31
VETERANS ADMINISTRATION,Fin. Aid Disburse.,7/7/11,912
VETERANS ADMINISTRATION,Fin. Aid Disburse.,7/26/11,135
VETERANS ADMINISTRATION,Fin. Aid Disburse.,7/26/11,164
VETERANS ADMINISTRATION,Fin. Aid Disburse.,7/26/11,164
VETERANS ADMINISTRATION,Fin. Aid Disburse.,8/5/11,180
VETERANS ADMINISTRATION,Fin. Aid Disburse.,8/5/11,507
VETERANS ADMINISTRATION,Fin. Aid Disburse.,8/9/11,135
VETERANS ADMINISTRATION,Fin. Aid Disburse.,8/18/11,332
VIAMEDIA INC,Advertising,8/23/11,5543.7
VICKERY WHOLESALE GREENHOUSE,Maintenance Supplies,10/5/10,398
VICKERY WHOLESALE GREENHOUSE,Departmental Supplies,11/18/10,244
VICKERY WHOLESALE GREENHOUSE,Departmental Supplies,12/2/10,130
VICKERY WHOLESALE GREENHOUSE,Maintenance Supplies,4/7/11,136.35
VICKERY WHOLESALE GREENHOUSE,Departmental Supplies,4/14/11,130
VICKERY WHOLESALE GREENHOUSE,Departmental Supplies,5/17/11,52
VICKI E. RILEY,Refreshments,9/16/10,1500
VICKI UNDERWOOD,Special Travel,10/19/10,473.11
VICKIE L. KASTEN,Departmental Supplies,10/26/10,551.46
VICKIE L. KASTEN,Departmental Supplies,4/5/11,1161.91
VICKIE L. KASTEN,Departmental Supplies,6/7/11,1257.68
VICKIE M. GREEN-MACK,Athletic Officials,4/19/11,100
VICTOR M. NELSON,Athletic Officials,3/1/11,125
VICTOR M. NELSON,Athletic Officials,3/10/11,125
VICTOR M. NELSON,Athletic Officials,3/10/11,225
VICTOR M. NELSON,Athletic Officials,3/17/11,125
VICTOR M. NELSON,Athletic Officials,4/28/11,125
VICTOR M. NELSON,Athletic Officials,4/28/11,225
VICTOR M. NELSON,Athletic Officials,5/10/11,225
VICTOR M. NELSON,Athletic Officials,6/7/11,365
VICTOR S. HERNANDEZ,Miscellaneous Fees,4/19/11,138.61
VICTORIA A. GANTT,Awards,11/16/10,100
VICTORIA COLLEGE,Special Travel,2/15/11,1253
VICTORIA COLLEGE,Special Travel,2/15/11,189
VICTORIA COLLEGE,Travel-Out of Area,3/22/11,209
VICTORIA COLLEGE,Travel-Out of Area,3/22/11,2388
VICTORIA COLLEGE,Travel-Out of Area,3/22/11,209
VIDEO GENERAL INC,Tests & Testing Services,12/21/10,175.5
VIDEO GENERAL INC,Tests & Testing Services,12/21/10,156
VIDEO GENERAL INC,Tests & Testing Services,12/21/10,19.5
VIDEO GENERAL INC,Tests & Testing Services,1/4/11,156
VIDEO GENERAL INC,Tests & Testing Services,1/25/11,175.5
VIDEO GENERAL INC,Tests & Testing Services,3/22/11,234
VIDEO GENERAL INC,Tests & Testing Services,4/19/11,195
VIDEO GENERAL INC,Tests & Testing Services,5/19/11,351
VIDEO GENERAL INC,Tests & Testing Services,6/7/11,19.5
VIDEO GENERAL INC,Tests & Testing Services,6/28/11,97.5
VIDEO GENERAL INC,Tests & Testing Services,7/12/11,156
VIDEO GENERAL INC,Tests & Testing Services,8/11/11,136.5
VIDEOTEX SYSTEMS INC LRC,Supplies,3/3/11,742.44
VIDEOTEX SYSTEMS INC LRC,Supplies,3/3/11,808.44
VIDEOTEX SYSTEMS INC LRC,Supplies-Audio-Visual,4/14/11,270
VILLAGE PROFILE.COM INC,Advertising,11/9/10,2495
VILLAGE PROFILE.COM INC,Advertising,11/30/10,1595
VILLAGE PROFILE.COM INC,Advertising,12/14/10,400
VILLAGE PROFILE.COM INC,Advertising,7/21/11,1395
VINCE FISCHELLI,Classroom Supplies,10/5/10,14766.7
VIRGIL MOJORS,Athletic Officials,12/2/10,100
VIRGIL MOJORS,Athletic Officials,12/2/10,100
VIRGIL MOJORS,Athletic Officials,12/2/10,100
VIRGIL MOJORS,Athletic Officials,12/7/10,100
VIRGIL MOJORS,Athletic Officials,3/29/11,200
VIRGINIA MONGIELLO,Clearing,5/10/11,1200
VIRTUAL ADVISOR INC,Other Contracted Svces/Labor,7/14/11,5000
VIRTUAL JOB INTERVIEW LLC,Classroom Supplies,12/23/10,189.9
VISIT CHEYENNE,Prepaid Expenditures,8/23/11,365
VISIT CHEYENNE,Prepaid Expenditures,8/23/11,365
VISIT CHEYENNE,Prepaid Expenditures,8/23/11,365
VISTA COM,Other Contracted Svces/Labor,12/9/10,2302
VISTAS FILM FESTIVAL,Promotional Activities,10/21/10,500
VISUAL INNOVATIONS CO INC,Minor Equipment,9/28/10,44304.18
VISUAL INNOVATIONS CO INC,Non-Inv Equipment,10/7/10,1859.45
VITAL MEDIA SECURITY,Rental/Lease-Furn. & Equip.,4/19/11,4987.5
VITAL MEDIA SECURITY,Other Contracted Svces/Labor,5/17/11,4987.5
VITALSMARTS LC,Seminar/Registration Fees,6/7/11,50
VIZCARRA HOSPITALITY LLC,Staff Development,7/26/11,2519.75
VIZCARRA HOSPITALITY LLC,Official Functions,8/2/11,2519.75
VMO ARCHITECTURE,Consultant,4/12/11,6615
VMO ARCHITECTURE,Consultant,6/28/11,7560
VMWARE INC,Seminar/Registration Fees,12/16/10,3500
VOCAL TRASH,Guest Lecturer/Performer,5/12/11,1500
VOICES OF CHANGE,Advertising,11/11/10,350
VOLUNTEER CENTER OF NORTH TEXA,Memberships,12/23/10,150
VOSS LIGHTING,Light Bulbs & Tubes,9/8/10,374
VOSS LIGHTING,Light Bulbs & Tubes,9/9/10,885.66
VOSS LIGHTING,Light Bulbs & Tubes,9/16/10,1530.6
VOSS LIGHTING,Light Bulbs & Tubes,9/16/10,899.02
VOSS LIGHTING,Light Bulbs & Tubes,9/21/10,1426.5
VOSS LIGHTING,Light Bulbs & Tubes,9/21/10,2220.16
VOSS LIGHTING,Light Bulbs & Tubes,9/21/10,208.95
VOSS LIGHTING,Light Bulbs & Tubes,9/23/10,296
VOSS LIGHTING,Light Bulbs & Tubes,9/28/10,16.5
VOSS LIGHTING,Light Bulbs & Tubes,9/30/10,359.7
VOSS LIGHTING,Light Bulbs & Tubes,9/30/10,325
VOSS LIGHTING,Light Bulbs & Tubes,10/12/10,5772
VOSS LIGHTING,Light Bulbs & Tubes,10/26/10,736.8
VOSS LIGHTING,Light Bulbs & Tubes,10/28/10,256.5
VOSS LIGHTING,Light Bulbs & Tubes,10/28/10,1175.3
VOSS LIGHTING,Light Bulbs & Tubes,10/28/10,195
VOSS LIGHTING,Light Bulbs & Tubes,11/2/10,8.06
VOSS LIGHTING,Light Bulbs & Tubes,11/2/10,112.84
VOSS LIGHTING,Departmental Supplies,11/4/10,39.5
VOSS LIGHTING,Departmental Supplies,11/4/10,50.4
VOSS LIGHTING,Departmental Supplies,11/11/10,43.9
VOSS LIGHTING,Light Bulbs & Tubes,11/18/10,3059.7
VOSS LIGHTING,Light Bulbs & Tubes,11/18/10,1172.2
VOSS LIGHTING,Light Bulbs & Tubes,11/18/10,1089.6
VOSS LIGHTING,Light Bulbs & Tubes,11/23/10,314.4
VOSS LIGHTING,Light Bulbs & Tubes,11/23/10,689.81
VOSS LIGHTING,Light Bulbs & Tubes,11/23/10,269.78
VOSS LIGHTING,Light Bulbs & Tubes,11/23/10,73.5
VOSS LIGHTING,Repairs-Other,11/24/10,278.7
VOSS LIGHTING,Repairs-Other,11/24/10,1656.45
VOSS LIGHTING,Light Bulbs & Tubes,12/9/10,1395
VOSS LIGHTING,Light Bulbs & Tubes,12/9/10,35
VOSS LIGHTING,Light Bulbs & Tubes,12/14/10,290
VOSS LIGHTING,Light Bulbs & Tubes,12/21/10,883.16
VOSS LIGHTING,Light Bulbs & Tubes,12/21/10,1391.4
VOSS LIGHTING,Light Bulbs & Tubes,12/21/10,585
VOSS LIGHTING,Light Bulbs & Tubes,12/21/10,6605
VOSS LIGHTING,Light Bulbs & Tubes,12/23/10,739.69
VOSS LIGHTING,Light Bulbs & Tubes,1/4/11,664.06
VOSS LIGHTING,Light Bulbs & Tubes,1/11/11,151.08
VOSS LIGHTING,Light Bulbs & Tubes,1/11/11,589.44
VOSS LIGHTING,Light Bulbs & Tubes,1/13/11,154
VOSS LIGHTING,Light Bulbs & Tubes,1/13/11,1018.5
VOSS LIGHTING,Light Bulbs & Tubes,1/13/11,2134
VOSS LIGHTING,Light Bulbs & Tubes,1/19/11,168
VOSS LIGHTING,Light Bulbs & Tubes,1/20/11,454.19
VOSS LIGHTING,Light Bulbs & Tubes,1/20/11,360
VOSS LIGHTING,Light Bulbs & Tubes,1/20/11,163.95
VOSS LIGHTING,Light Bulbs & Tubes,1/25/11,151.08
VOSS LIGHTING,Light Bulbs & Tubes,1/25/11,469.7
VOSS LIGHTING,Light Bulbs & Tubes,1/27/11,103.5
VOSS LIGHTING,Light Bulbs & Tubes,2/8/11,355.2
VOSS LIGHTING,Light Bulbs & Tubes,2/8/11,1099.6
VOSS LIGHTING,Light Bulbs & Tubes,2/15/11,114
VOSS LIGHTING,Light Bulbs & Tubes,2/15/11,397.72
VOSS LIGHTING,Light Bulbs & Tubes,2/15/11,1362.5
VOSS LIGHTING,Light Bulbs & Tubes,2/22/11,633.08
VOSS LIGHTING,Light Bulbs & Tubes,2/22/11,745.5
VOSS LIGHTING,Light Bulbs & Tubes,2/22/11,211.5
VOSS LIGHTING,Light Bulbs & Tubes,2/22/11,194.75
VOSS LIGHTING,Light Bulbs & Tubes,2/22/11,74.93
VOSS LIGHTING,Light Bulbs & Tubes,2/24/11,1390.49
VOSS LIGHTING,Light Bulbs & Tubes,2/25/11,1920
VOSS LIGHTING,Light Bulbs & Tubes,2/25/11,578.4
VOSS LIGHTING,Light Bulbs & Tubes,3/1/11,692.48
VOSS LIGHTING,Light Bulbs & Tubes,3/8/11,957
VOSS LIGHTING,Light Bulbs & Tubes,3/10/11,9.42
VOSS LIGHTING,Light Bulbs & Tubes,3/10/11,-1018.5
VOSS LIGHTING,Light Bulbs & Tubes,3/10/11,1065.64
VOSS LIGHTING,Light Bulbs & Tubes,3/10/11,111.69
VOSS LIGHTING,Light Bulbs & Tubes,3/15/11,947.95
VOSS LIGHTING,Light Bulbs & Tubes,3/17/11,95.28
VOSS LIGHTING,Light Bulbs & Tubes,3/17/11,323.52
VOSS LIGHTING,Light Bulbs & Tubes,3/17/11,624
VOSS LIGHTING,Light Bulbs & Tubes,3/22/11,450.8
VOSS LIGHTING,Light Bulbs & Tubes,3/22/11,142.95
VOSS LIGHTING,Light Bulbs & Tubes,3/29/11,2173.26
VOSS LIGHTING,Light Bulbs & Tubes,4/5/11,540
VOSS LIGHTING,Light Bulbs & Tubes,4/7/11,356.65
VOSS LIGHTING,Light Bulbs & Tubes,4/7/11,4.65
VOSS LIGHTING,Light Bulbs & Tubes,4/7/11,851.3
VOSS LIGHTING,Light Bulbs & Tubes,4/7/11,547.86
VOSS LIGHTING,Departmental Supplies,4/19/11,1249.92
VOSS LIGHTING,Departmental Supplies,4/19/11,2213.35
VOSS LIGHTING,Departmental Supplies,4/19/11,32.18
VOSS LIGHTING,Departmental Supplies,4/21/11,30
VOSS LIGHTING,Departmental Supplies,4/21/11,32.18
VOSS LIGHTING,Departmental Supplies,4/21/11,3834.9
VOSS LIGHTING,Departmental Supplies,4/21/11,243.96
VOSS LIGHTING,Departmental Supplies,4/21/11,38.52
VOSS LIGHTING,Light Bulbs & Tubes,4/26/11,1440.52
VOSS LIGHTING,Light Bulbs & Tubes,4/26/11,618
VOSS LIGHTING,Light Bulbs & Tubes,4/26/11,109.25
VOSS LIGHTING,Light Bulbs & Tubes,4/26/11,750
VOSS LIGHTING,Light Bulbs & Tubes,4/28/11,128.72
VOSS LIGHTING,Light Bulbs & Tubes,5/3/11,162.65
VOSS LIGHTING,Light Bulbs & Tubes,5/3/11,318.71
VOSS LIGHTING,Light Bulbs & Tubes,5/5/11,193.08
VOSS LIGHTING,Light Bulbs & Tubes,5/5/11,105
VOSS LIGHTING,Light Bulbs & Tubes,5/10/11,227.7
VOSS LIGHTING,Light Bulbs & Tubes,5/24/11,101.84
VOSS LIGHTING,Light Bulbs & Tubes,5/24/11,-145.5
VOSS LIGHTING,Light Bulbs & Tubes,5/24/11,552.6
VOSS LIGHTING,Light Bulbs & Tubes,5/24/11,145.5
VOSS LIGHTING,Light Bulbs & Tubes,5/26/11,954.15
VOSS LIGHTING,Light Bulbs & Tubes,6/2/11,288
VOSS LIGHTING,Light Bulbs & Tubes,6/7/11,823.11
VOSS LIGHTING LRC,Supplies-Audio-Visual,6/16/11,156
VOSS LIGHTING LRC,Supplies-Audio-Visual,6/16/11,347.3
VOSS LIGHTING,Light Bulbs & Tubes,6/21/11,336.21
VOSS LIGHTING,Light Bulbs & Tubes,6/21/11,1658.82
VOSS LIGHTING,Light Bulbs & Tubes,6/21/11,962.21
VOSS LIGHTING,Light Bulbs & Tubes,6/28/11,1386.6
VOSS LIGHTING,Light Bulbs & Tubes,6/28/11,81
VOSS LIGHTING,Light Bulbs & Tubes,6/28/11,222
VOSS LIGHTING,Light Bulbs & Tubes,7/6/11,1327.5
VOSS LIGHTING,Light Bulbs & Tubes,7/6/11,683.22
VOSS LIGHTING,Light Bulbs & Tubes,7/6/11,-630.72
VOSS LIGHTING,Light Bulbs & Tubes,7/6/11,658.5
VOSS LIGHTING,Light Bulbs & Tubes,7/6/11,175.6
VOSS LIGHTING,Light Bulbs & Tubes,7/7/11,9.44
VOSS LIGHTING,Light Bulbs & Tubes,7/14/11,350.55
VOSS LIGHTING,Light Bulbs & Tubes,7/28/11,483
VOSS LIGHTING,Light Bulbs & Tubes,8/9/11,2365.5
VOSS LIGHTING,Light Bulbs & Tubes,8/9/11,449.25
VOSS LIGHTING,Light Bulbs & Tubes,8/9/11,1273.75
VOSS LIGHTING,Light Bulbs & Tubes,8/11/11,42
VOSS LIGHTING,Light Bulbs & Tubes,8/11/11,377.6
VOSS LIGHTING,Light Bulbs & Tubes,8/11/11,29.72
VOSS LIGHTING,Light Bulbs & Tubes,8/11/11,29.72
VOSS LIGHTING,Light Bulbs & Tubes,8/18/11,590.4
VOSS LIGHTING,Light Bulbs & Tubes,8/25/11,462.57
VOSS LIGHTING,Light Bulbs & Tubes,8/25/11,313.56
VOSS LIGHTING,Light Bulbs & Tubes,8/30/11,958.9
VOSS LIGHTING,Light Bulbs & Tubes,8/30/11,604.32
VOSS LIGHTING,Light Bulbs & Tubes,8/30/11,20.9
VOSS LIGHTING,Light Bulbs & Tubes,8/30/11,432.5
VRTOOLBOX INC,Classroom Supplies,2/17/11,254
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/2/10,210.8
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/2/10,72.19
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/2/10,184.79
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/2/10,54.25
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/2/10,78.57
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/2/10,186.26
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/2/10,125.85
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/2/10,190.6
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/8/10,67.7
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/8/10,929.37
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/8/10,206.25
VWR SCIENTIFIC PRODUCTS,Non-Inv Equipment,9/9/10,1552.67
VWR SCIENTIFIC PRODUCTS,Non-Inv Equipment,9/9/10,43.28
VWR SCIENTIFIC PRODUCTS,Non-Inv Equipment,9/9/10,229.94
VWR SCIENTIFIC PRODUCTS,Non-Inv Equipment,9/9/10,173.98
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/14/10,790.35
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/14/10,142.3
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/16/10,54.15
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/16/10,54.72
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/16/10,806.22
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/16/10,610.67
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/16/10,1092.25
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/16/10,87.89
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/16/10,27.95
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/21/10,15.43
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/21/10,933.46
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/21/10,163.44
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/21/10,199.7
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/21/10,569.95
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,9/23/10,247.09
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/5/10,84.83
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/5/10,89.67
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/5/10,295.63
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/5/10,817.24
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/5/10,961.24
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/7/10,178.5
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/7/10,289.63
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/7/10,1491.05
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/7/10,204.5
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/12/10,130.81
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/12/10,143.82
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/12/10,49.87
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/12/10,132.76
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/12/10,145.85
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/12/10,147.76
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/14/10,266.34
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/14/10,120.23
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/14/10,281.29
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/14/10,291.31
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/19/10,470.45
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/19/10,149.11
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/19/10,45.3
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/21/10,576.09
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/21/10,486.46
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/21/10,628.03
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/26/10,792.95
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/26/10,220.81
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/26/10,104.17
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/26/10,-141.96
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,10/26/10,25.72
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/2/10,214.45
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/2/10,24.79
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/2/10,24.79
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/2/10,63.4
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/2/10,165.25
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/4/10,108.5
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/9/10,24.79
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/9/10,338.99
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/9/10,115.55
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/9/10,166.54
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/9/10,148.39
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/9/10,658.12
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/9/10,144.68
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/9/10,597.26
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/11/10,22.06
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/11/10,115.96
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/16/10,163.83
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/16/10,73.95
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/16/10,31.95
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/18/10,507.32
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/18/10,87.64
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/18/10,10.75
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/23/10,111.16
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/23/10,48.8
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/23/10,176.91
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,11/23/10,67.16
VWR SCIENTIFIC PRODUCTS,Electrical Supplies,11/24/10,149.41
VWR SCIENTIFIC PRODUCTS,Electrical Supplies,11/24/10,401.35
VWR SCIENTIFIC PRODUCTS,Electrical Supplies,11/24/10,272.54
VWR SCIENTIFIC PRODUCTS,Electrical Supplies,11/24/10,59.24
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/2/10,131.15
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/2/10,140.83
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/7/10,232.01
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/9/10,77.38
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/9/10,14.35
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/9/10,146.01
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/9/10,567.96
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/9/10,86.97
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/9/10,107.23
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/9/10,122.07
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/9/10,157.23
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/14/10,90.03
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/14/10,123.71
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/16/10,53.84
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/16/10,83.87
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/21/10,209.44
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/21/10,118.97
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/21/10,470.96
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/21/10,91.22
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/21/10,826.91
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/21/10,518.96
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/21/10,147.56
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/21/10,54.49
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/23/10,317.36
VWR SCIENTIFIC PRODUCTS,Classroom Supplies,12/23/10,206.32
